step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
252,5.1600,-0.2442,-0.0403,0.4045,-0.9945,0.1964,-0.0198,1.7455,-0.0065,0.0207,-0.9712,0.2908,0.0494,1.8146,-0.2769,0.0789,0.1523,0.0046,0.1593,0.3421,-0.4892,0.5729,-0.0188,-0.0204,0.0664,0.4758,-0.1099,0.3925,71.48,-5.20,-31.64,-98.46,14.32,5.88,-107.86,-32.06,-31.13,58.65,-29.32,-11.44,0.2973,0.5685,-1.3442,1.5790,2.2572,0.4766,-6.7944,-0.1194,-1.0554,6.0688,-1.6748,-0.3793,0.50,0.00,0.00,0
253,5.1800,-0.2440,-0.0402,0.4053,-0.9789,0.1973,-0.0209,1.7436,-0.0010,0.0238,-0.9540,0.2911,0.0489,1.8102,-0.2773,0.0865,0.7978,-0.0363,-0.1477,0.0955,-0.5084,-0.3549,0.9387,-0.0087,-0.0567,-0.1721,-0.1561,0.2485,120.00,31.81,-94.20,-120.00,15.76,20.81,-110.26,-38.14,-67.09,120.00,-10.92,-7.43,3.9472,2.0677,-3.8891,0.1832,2.3989,1.3907,-6.6901,-0.3577,-2.5102,10.2746,-0.4522,-0.0901,0.50,0.00,0.00,0
254,5.2000,-0.2442,-0.0404,0.4048,-0.9771,0.1953,-0.0273,1.7466,-0.0053,0.0196,-0.9485,0.2906,0.0446,1.8099,-0.2777,0.0875,1.0711,0.6885,0.5158,-0.2755,-0.4138,-4.2303,1.0725,0.0631,0.1171,-0.4350,-0.0061,-0.0603,35.36,-5.98,-5.50,-82.11,9.18,2.32,-120.00,-29.67,-24.48,2.30,-32.66,-10.34,-0.9997,0.2560,-0.4880,1.8529,1.9369,0.2305,-7.3783,-0.1089,-0.8074,4.4239,-1.8890,-0.3472,0.50,0.00,0.00,0
255,5.2200,-0.2439,-0.0402,0.4061,-0.9661,0.1952,-0.0298,1.7438,0.0009,0.0252,-0.9348,0.2903,0.0429,1.8038,-0.2777,0.0854,0.2535,-0.1237,-0.3127,0.0709,3.3059,2.1181,0.5272,-0.0997,-0.2727,-0.1668,0.0520,-0.1164,120.00,21.36,-93.63,-120.00,8.42,20.63,-117.68,-35.79,-73.71,120.00,-9.29,-3.83,4.7037,1.6439,-3.9096,-0.0272,1.8325,1.3667,-6.9551,-0.2732,-2.8197,10.2735,-0.3220,0.0640,0.50,0.00,0.00,0
256,5.2400,-0.2443,-0.0404,0.4041,-0.9763,0.1951,-0.0362,1.7520,-0.0013,0.0190,-0.9418,0.2898,0.0361,1.8080,-0.2778,0.0748,-1.0127,-0.0524,-0.1662,0.5403,-0.3320,0.0340,-0.9879,-0.0881,-0.3851,0.5268,0.4749,-0.2857,56.43,-21.02,-11.65,-91.99,11.45,1.95,-120.00,-30.37,-27.46,24.91,-34.58,-8.00,-0.3887,-0.0552,-0.6520,1.8244,2.0690,0.1962,-7.8382,-0.0675,-1.0096,5.1403,-1.9493,-0.3173,0.50,0.00,0.00,0
257,5.2600,-0.2441,-0.0404,0.4049,-0.9744,0.1944,-0.0411,1.7515,-0.0054,0.0214,-0.9364,0.2888,0.0308,1.8035,-0.2759,0.0830,-0.1999,-0.1095,-0.2962,0.1413,-0.2209,0.5219,0.0458,-0.0641,-0.2438,-0.1061,0.1255,0.4978,120.00,4.23,-76.15,-120.00,26.83,12.02,-120.00,-34.96,-85.00,120.00,-24.06,-8.49,5.2544,0.9690,-3.2642,-0.1654,3.1072,1.0801,-7.8458,-0.2315,-3.3236,10.8690,-1.2824,-0.1369,0.50,0.00,0.00,0
258,5.2800,-0.2442,-0.0404,0.4046,-0.9832,0.1922,-0.0464,1.7536,-0.0019,0.0134,-0.9421,0.2879,0.0277,1.8025,-0.2814,0.0829,-0.6159,-0.0432,0.0005,0.1120,-0.2718,0.6635,-0.5860,-0.0406,-0.0283,0.0400,-0.1251,-0.1691,46.33,-27.48,2.97,-86.17,34.02,-2.57,-120.00,-30.11,-29.43,15.38,-41.61,-10.04,-0.7683,-0.3238,-0.0921,1.9136,3.6536,-0.0335,-8.6114,-0.0556,-1.0908,4.8069,-2.5322,-0.3696,0.50,0.00,0.00,0
259,5.3000,-0.2441,-0.0405,0.4047,-0.9931,0.1914,-0.0547,1.7564,0.0095,0.0249,-0.9462,0.2871,0.0201,1.7989,-0.2793,0.0808,-0.4395,-0.0579,-0.7043,0.2108,-0.1873,-0.3231,0.0250,-0.0586,-0.6365,-0.3249,0.3138,0.0052,120.00,24.83,-96.69,-120.00,34.34,20.36,-110.27,-38.51,-91.85,120.00,-13.02,-5.30,5.9124,1.7412,-4.1660,-0.3823,3.7478,1.3948,-6.7934,-0.4073,-3.6675,12.3571,-0.5330,-0.0353,0.50,0.00,0.00,0
260,5.3200,-0.2441,-0.0406,0.4048,-1.0061,0.1898,-0.0624,1.7581,-0.0002,0.0152,-0.9546,0.2861,0.0132,1.7951,-0.2766,0.0847,-0.7037,0.2152,0.0347,0.1035,-1.4027,0.0806,-0.6213,-0.0052,-0.1119,-0.1116,0.1743,0.2300,40.31,-28.71,23.56,-77.62,50.00,-3.04,-120.00,-24.74,-22.73,-21.61,-49.44,-10.57,-1.1777,-0.5208,0.5219,2.1223,5.3532,-0.2624,-9.1772,0.1502,-0.9316,3.7606,-2.9680,-0.3165,0.50,0.00,0.00,0
261,5.3400,-0.2441,-0.0405,0.4046,-1.0172,0.1890,-0.0653,1.7602,-0.0019,0.0190,-0.9636,0.2857,0.0111,1.7952,-0.2762,0.0818,-0.3950,-0.0650,-0.1814,0.0716,-0.2146,0.6279,-0.2355,-0.0790,-0.1844,-0.0892,0.2614,-0.0302,120.00,11.62,-77.42,-120.00,45.86,11.91,-99.43,-35.81,-87.00,120.00,-17.86,-4.86,5.4797,1.2314,-3.3827,-0.0607,4.3950,1.1245,-6.4714,-0.2913,-3.4669,11.4090,-0.8419,-0.0041,0.50,0.00,0.00,0
262,5.3600,-0.2441,-0.0406,0.4052,-1.0211,0.1891,-0.0597,1.7555,-0.0030,0.0192,-0.9718,0.2863,0.0167,1.7952,-0.2763,0.0851,0.1743,0.2648,0.9172,-0.5948,-0.6623,-1.7111,-0.4509,0.1646,0.9008,-0.0956,0.0557,-0.0601,39.08,-27.31,5.83,-79.80,50.00,5.17,-120.00,-21.34,-25.09,32.73,-50.00,-9.24,-1.0450,-0.2697,0.1934,2.0196,5.5908,0.1141,-8.6320,0.2831,-0.8107,5.2461,-3.2546,-0.2675,0.50,0.00,0.00,0
263,5.3800,-0.2439,-0.0402,0.4068,-1.0142,0.1931,-0.0444,1.7461,0.0040,0.0213,-0.9735,0.2888,0.0303,1.7950,-0.2768,0.0825,0.4357,0.0124,0.6322,-0.4578,-0.3889,0.1683,0.1071,0.0112,0.5327,-0.0055,0.0812,-0.0996,120.00,34.58,-89.47,-120.00,30.47,22.31,-97.02,-42.49,-75.48,120.00,-11.99,-5.53,4.7333,2.2025,-3.6778,0.5025,3.3251,1.5800,-6.3562,-0.5210,-2.8305,10.3028,-0.5004,-0.0622,0.50,0.00,0.00,0
264,5.4000,-0.2442,-0.0403,0.4050,-1.0268,0.1957,-0.0331,1.7478,-0.0026,0.0209,-0.9946,0.2902,0.0388,1.8061,-0.2794,0.0860,-1.4395,0.0395,0.6190,0.3490,-0.1193,0.5203,-1.9032,0.0416,0.4611,0.9357,0.0600,0.1442,56.25,-5.62,-23.35,-75.85,46.02,8.07,-120.00,-27.61,-16.62,36.95,-50.00,-8.20,-0.6452,0.6075,-0.9918,2.2221,4.3656,0.6076,-9.1390,0.0864,-0.4557,5.5127,-3.1674,-0.1738,0.50,0.00,0.00,0
265,5.4200,-0.2441,-0.0401,0.4055,-1.0250,0.1978,-0.0236,1.7434,-0.0004,0.0319,-0.9986,0.2916,0.0476,1.8083,-0.2769,0.0865,0.7363,0.2342,0.3461,-0.3507,-0.4473,-0.6635,0.5242,0.1557,0.3645,-0.2646,-0.0688,-0.0900,120.00,21.31,-77.35,-120.00,23.81,21.02,-102.37,-35.55,-69.48,120.00,-14.86,-5.35,4.6339,1.6453,-3.1102,0.7094,2.9526,1.4260,-6.6227,-0.2558,-2.5102,9.8373,-0.6960,-0.0185,0.50,0.00,0.00,0
266,5.4400,-0.2444,-0.0405,0.4040,-1.0364,0.1978,-0.0193,1.7456,-0.0001,0.0182,-1.0141,0.2925,0.0514,1.8152,-0.2773,0.0821,-1.3307,0.2144,0.2956,0.5693,-0.4842,0.6213,-1.6097,0.1076,0.1309,0.7241,0.1398,-0.2007,57.39,-1.93,-30.28,-73.77,10.98,3.23,-120.00,-29.59,-14.47,49.35,-40.30,-5.40,-0.6334,0.7340,-1.2387,2.2629,2.1016,0.5698,-8.4998,-0.0073,-0.3487,5.8588,-2.3736,-0.0735,0.50,0.00,0.00,0
267,5.4600,-0.2441,-0.0400,0.4059,-1.0271,0.1984,-0.0135,1.7384,-0.0021,0.0200,-1.0073,0.2924,0.0565,1.8109,-0.2770,0.0852,0.4843,0.0584,0.2504,-0.1672,-0.4265,0.0473,0.3893,0.0425,0.2664,-0.1631,-0.1726,0.0722,120.00,13.96,-73.50,-120.00,16.37,19.22,-108.21,-34.02,-66.21,120.00,-13.16,-5.06,4.3337,1.3648,-2.9717,0.7447,2.4972,1.2974,-6.9060,-0.1813,-2.3944,9.4919,-0.6100,0.0244,0.50,0.00,0.00,0
268,5.4800,-0.2444,-0.0402,0.4042,-1.0355,0.2004,-0.0097,1.7423,0.0064,0.0213,-1.0188,0.2931,0.0582,1.8178,-0.2785,0.0844,-1.0978,0.3815,0.0822,0.4210,-0.3693,0.1320,-1.2379,0.0069,-0.1182,0.5234,-0.2768,0.2159,76.76,-0.70,-33.02,-81.54,19.35,7.11,-120.00,-31.01,-17.98,68.17,-36.94,-7.77,0.2095,0.7759,-1.3138,2.0542,2.6187,0.5766,-8.2425,-0.0862,-0.5233,6.3743,-2.2488,-0.1362,0.50,0.00,0.00,0
269,5.5000,-0.2441,-0.0401,0.4056,-1.0293,0.2007,-0.0079,1.7375,-0.0033,0.0208,-1.0131,0.2937,0.0609,1.8134,-0.2797,0.0834,0.3779,0.2334,0.2315,-0.2920,-0.6688,0.1292,0.4511,-0.0173,-0.0100,-0.3316,-0.6103,-0.1360,120.00,23.24,-74.61,-120.00,16.96,20.19,-105.81,-36.50,-65.62,120.00,-10.09,-4.90,3.2990,1.7050,-3.0913,0.7093,2.4097,1.2940,-6.8214,-0.2557,-2.3892,9.5231,-0.5263,-0.0193,0.50,0.00,0.00,0
270,5.5200,-0.2442,-0.0406,0.4045,-1.0359,0.1999,-0.0093,1.7406,0.0054,0.0203,-1.0201,0.2941,0.0596,1.8179,-0.2795,0.0823,-0.6510,0.3057,0.4118,0.5477,3.6923,0.4777,-0.8922,0.1641,0.2543,0.6036,0.2165,-0.0599,64.14,-11.50,-17.58,-77.72,22.88,4.24,-106.50,-27.91,-13.60,52.11,-34.01,-7.88,-0.2886,0.3709,-0.7165,2.1334,2.6673,0.3501,-7.0923,0.0855,-0.2953,5.9177,-1.9395,-0.2067,0.50,0.00,0.00,0
271,5.5400,-0.2440,-0.0403,0.4054,-1.0276,0.2005,-0.0067,1.7373,0.0007,0.0210,-1.0129,0.2940,0.0615,1.8156,-0.2766,0.0844,0.8470,0.0861,0.0796,-0.1829,-0.6221,0.0876,0.8629,0.0237,0.1084,-0.3175,-0.1022,0.1754,120.00,22.82,-76.35,-120.00,12.58,18.84,-97.64,-37.84,-64.42,120.00,-9.09,-6.13,3.5213,1.7022,-3.0680,0.6108,2.1660,1.3544,-6.4377,-0.3490,-2.3125,9.5329,-0.3255,-0.0315,0.50,0.00,0.00,0
272,5.5600,-0.2443,-0.0401,0.4045,-1.0281,0.2008,-0.0056,1.7402,0.0053,0.0215,-1.0140,0.2939,0.0624,1.8185,-0.2790,0.0854,-0.5664,0.0327,0.0601,0.4776,-0.6009,0.0431,-0.6448,0.0136,-0.0180,0.4962,0.0265,0.0302,69.74,-9.54,-25.46,-85.35,11.24,5.38,-116.18,-30.05,-18.45,55.69,-34.73,-8.60,-0.0085,0.4323,-1.0569,1.9236,2.1218,0.4232,-7.3884,-0.0205,-0.5090,6.0048,-2.0308,-0.2245,0.50,0.00,0.00,0
273,5.5800,-0.2441,-0.0404,0.4052,-1.0220,0.1995,-0.0089,1.7384,0.0039,0.0261,-1.0063,0.2941,0.0610,1.8157,-0.2795,0.0831,0.7730,-0.0560,0.0652,-0.0266,-0.3177,-0.2608,0.6734,-0.1638,-0.0322,0.1113,0.0434,-0.3685,120.00,15.91,-74.60,-120.00,9.69,16.36,-101.91,-36.52,-65.78,120.00,-9.97,-4.27,3.3967,1.4588,-2.9936,0.6299,2.1312,1.2017,-6.6066,-0.2631,-2.3781,9.4424,-0.4671,-0.0435,0.50,0.00,0.00,0
274,5.6000,-0.2443,-0.0402,0.4043,-1.0207,0.1996,-0.0085,1.7415,0.0061,0.0217,-1.0056,0.2931,0.0591,1.8188,-0.2764,0.0815,-0.3038,0.1596,-0.0723,0.4936,0.8302,-0.1839,-0.4464,0.1468,-0.1755,0.3857,0.0910,0.5226,69.27,-11.11,-25.46,-82.37,-4.59,2.13,-107.61,-28.32,-17.24,55.81,-29.60,-9.64,0.0440,0.3537,-1.0428,2.0060,1.7672,0.4001,-6.9690,0.0256,-0.4786,6.0221,-1.6331,-0.2434,0.50,0.00,0.00,0
275,5.6200,-0.2441,-0.0401,0.4053,-1.0092,0.1997,-0.0097,1.7390,-0.0007,0.0216,-0.9921,0.2934,0.0596,1.8143,-0.2807,0.0870,0.6001,0.1245,-0.1079,0.0312,-0.4024,0.1133,0.8411,0.0827,-0.2286,-0.2125,-0.7894,-0.2233,120.00,20.41,-76.23,-120.00,7.06,16.93,-102.91,-33.56,-71.49,120.00,-5.54,-4.54,3.2221,1.5681,-3.1473,0.4366,1.8119,1.2182,-6.5705,-0.1636,-2.5831,9.5358,-0.2652,0.0018,0.50,0.00,0.00,0
276,5.6400,-0.2442,-0.0403,0.4048,-1.0049,0.1981,-0.0133,1.7411,0.0016,0.0161,-0.9869,0.2925,0.0565,1.8157,-0.2840,0.0826,1.0190,-0.0252,0.1993,-0.3488,-0.2141,-0.9165,0.7283,0.1396,0.4376,-0.3074,0.1658,-0.2341,52.73,-15.15,-27.01,-74.75,-4.14,5.58,-110.18,-30.09,-15.63,41.70,-27.62,-7.49,-0.3127,0.3327,-0.8932,2.1146,1.6391,0.3325,-6.8015,-0.0614,-0.3355,5.5610,-1.5622,-0.2132,0.50,0.00,0.00,0
277,5.6600,-0.2439,-0.0400,0.4069,-0.9826,0.1991,-0.0091,1.7336,-0.0013,0.0231,-0.9658,0.2925,0.0599,1.8095,-0.2759,0.0807,1.2479,0.0620,0.0451,-0.2749,-0.2308,2.1459,1.2864,-0.0179,0.0202,-0.3791,0.4753,0.0225,120.00,24.92,-79.02,-120.00,5.23,15.87,-99.23,-34.20,-67.17,120.00,-8.59,-4.66,3.0860,1.7847,-3.1835,0.5478,1.7652,1.2492,-6.2494,-0.2056,-2.4354,9.2765,-0.1845,0.0123,0.50,0.00,0.00,0
278,5.6800,-0.2442,-0.0400,0.4061,-0.9764,0.2005,-0.0098,1.7365,0.0009,0.0269,-0.9589,0.2939,0.0600,1.8100,-0.2813,0.0839,-0.4230,0.4031,-0.0246,0.4313,-0.1882,-0.4170,-0.1954,0.3840,-0.2426,0.1190,-0.9664,-0.4839,59.73,-2.73,-30.55,-83.08,-2.05,4.53,-108.33,-34.62,-21.45,47.53,-24.76,-6.53,-0.1516,0.6622,-1.2657,1.9689,1.2705,0.4008,-6.8339,-0.1943,-0.4718,5.7340,-1.5914,-0.1981,0.50,0.00,0.00,0
279,5.7000,-0.2442,-0.0401,0.4051,-0.9720,0.2001,-0.0140,1.7413,0.0062,0.0244,-0.9524,0.2925,0.0543,1.8134,-0.2771,0.0803,1.0107,0.0892,-0.1140,-0.1088,-0.3916,-0.4496,1.1356,-0.0117,-0.1682,-0.3858,0.5993,0.0414,120.00,17.98,-74.24,-120.00,11.29,16.80,-111.89,-35.23,-63.38,120.00,-14.72,-4.92,3.5145,1.5079,-3.0487,0.5087,2.2427,1.1630,-6.7268,-0.2583,-2.3490,9.4189,-0.5834,-0.0079,0.50,0.00,0.00,0
280,5.7200,-0.2443,-0.0402,0.4047,-0.9679,0.1982,-0.0161,1.7425,-0.0011,0.0215,-0.9478,0.2919,0.0528,1.8143,-0.2764,0.0875,0.3924,-0.0354,0.0749,-0.2226,-0.1692,-0.6324,0.4473,-0.0902,0.0751,-0.2472,0.2293,0.2290,63.37,-12.08,-25.72,-83.99,5.69,6.32,-120.00,-32.23,-24.73,58.47,-29.58,-9.17,0.1441,0.3275,-1.0942,1.8980,1.7319,0.3594,-7.3305,-0.0874,-0.7667,5.9756,-1.6309,-0.2159,0.50,0.00,0.00,0
281,5.7400,-0.2441,-0.0402,0.4053,-0.9576,0.1983,-0.0178,1.7415,0.0091,0.0262,-0.9355,0.2923,0.0525,1.8115,-0.2782,0.0855,0.6251,0.0022,-0.1506,-0.0385,0.0050,-0.2546,0.7622,-0.0513,-0.1728,-0.1733,0.0482,-0.2408,120.00,19.64,-77.54,-120.00,12.24,15.91,-101.83,-34.94,-67.27,120.00,-14.79,-7.00,3.4085,1.5730,-3.2031,0.3417,2.2810,1.1693,-6.2965,-0.2396,-2.5134,9.6528,-0.6910,-0.1711,0.50,0.00,0.00,0
282,5.7600,-0.2443,-0.0403,0.4044,-0.9549,0.1985,-0.0197,1.7450,0.0035,0.0198,-0.9317,0.2917,0.0494,1.8136,-0.2780,0.0827,0.6368,0.0635,0.0602,-0.2896,-0.3553,0.0402,0.6220,0.0494,0.0113,-0.2496,-0.0757,0.0873,68.36,-19.23,-16.63,-97.60,29.20,2.90,-120.00,-27.90,-32.38,43.70,-38.03,-11.46,0.2468,0.0344,-0.7515,1.6215,3.3098,0.2866,-7.5294,0.0331,-1.1180,5.6660,-2.2828,-0.4232,0.50,0.00,0.00,0
283,5.7800,-0.2442,-0.0405,0.4051,-0.9459,0.1975,-0.0250,1.7441,0.0077,0.0210,-0.9195,0.2918,0.0463,1.8090,-0.2792,0.0810,0.4347,-0.1921,-0.1721,0.1348,-0.1816,-0.2998,0.4828,-0.2850,-0.2476,0.2632,0.1183,-0.3596,120.00,25.44,-84.39,-120.00,19.51,18.69,-109.87,-39.82,-76.21,120.00,-11.50,-7.07,3.7849,1.8481,-3.4812,0.0988,2.7050,1.2701,-6.5802,-0.3917,-2.8990,10.6786,-0.5848,-0.2434,0.50,0.00,0.00,0
284,5.8000,-0.2443,-0.0404,0.4047,-0.9460,0.1966,-0.0305,1.7474,-0.0002,0.0209,-0.9161,0.2901,0.0394,1.8080,-0.2758,0.0821,-0.1278,0.2377,-0.3681,0.1079,-0.4600,-0.1529,0.0946,0.0901,-0.3147,-0.2628,0.0468,0.5703,48.50,-17.96,-12.32,-90.93,24.27,1.41,-120.00,-29.42,-25.59,14.50,-38.37,-11.06,-0.4399,0.0188,-0.6271,1.7529,2.9739,0.1933,-7.8043,-0.0532,-0.8903,4.8004,-2.2515,-0.2971,0.50,0.00,0.00,0
285,5.8200,-0.2442,-0.0405,0.4047,-0.9509,0.1952,-0.0409,1.7511,0.0025,0.0299,-0.9138,0.2897,0.0320,1.8036,-0.2771,0.0869,-0.2488,0.0886,-0.7063,0.2985,-0.3885,-0.7800,0.1956,0.1310,-0.5600,-0.3263,-0.1101,-0.0440,120.00,13.74,-86.39,-120.00,28.11,17.85,-120.00,-35.89,-87.07,120.00,-16.46,-4.61,5.4873,1.3024,-3.7119,-0.4182,3.2567,1.1856,-7.4346,-0.2908,-3.4198,11.5505,-0.8337,0.0325,0.50,0.00,0.00,0
286,5.8400,-0.2443,-0.0405,0.4045,-0.9605,0.1919,-0.0482,1.7533,0.0032,0.0180,-0.9190,0.2880,0.0263,1.8018,-0.2768,0.0829,-0.6735,-0.1071,0.0711,0.0309,-0.0011,-1.6462,-0.6615,-0.1149,0.0203,0.0876,0.1246,-0.3191,49.52,-32.84,4.70,-83.78,42.75,1.92,-120.00,-24.49,-29.30,8.16,-42.89,-7.96,-0.5322,-0.5622,-0.0018,1.9929,4.2239,-0.1070,-8.5961,0.1549,-1.0587,4.6489,-2.5403,-0.2610,0.50,0.00,0.00,0
287,5.8600,-0.2443,-0.0405,0.4045,-0.9687,0.1916,-0.0512,1.7545,0.0009,0.0204,-0.9249,0.2871,0.0226,1.8005,-0.2769,0.0826,-0.1521,-0.1213,-0.1051,-0.0976,-0.2453,0.5742,-0.0154,-0.1199,-0.0934,-0.1796,0.1402,0.1139,120.00,0.48,-73.92,-120.00,37.35,10.29,-120.00,-36.34,-84.44,120.00,-23.61,-7.06,5.0594,0.8058,-3.1779,-0.0255,3.8123,0.9868,-7.1778,-0.2968,-3.3072,11.1363,-1.2560,-0.1182,0.50,0.00,0.00,0
288,5.8800,-0.2443,-0.0404,0.4046,-0.9747,0.1928,-0.0471,1.7532,0.0107,0.0201,-0.9334,0.2874,0.0255,1.8016,-0.2790,0.0833,-0.0645,-0.1847,0.7012,-0.4068,-0.3644,-0.0429,-0.4098,-0.0484,0.6245,0.0727,-0.2707,0.1746,55.21,-29.16,0.84,-82.52,50.00,1.43,-120.00,-31.14,-23.45,45.73,-49.33,-12.01,-0.2711,-0.3053,-0.1169,1.9812,5.4089,0.1245,-8.7541,-0.0668,-0.8089,5.5986,-3.0762,-0.4299,0.50,0.00,0.00,0
289,5.9000,-0.2443,-0.0408,0.4045,-0.9815,0.1921,-0.0468,1.7522,0.0080,0.0263,-0.9414,0.2885,0.0284,1.8025,-0.2779,0.0824,-0.0054,-0.1037,-0.1050,-0.0599,4.1349,2.6484,-0.1318,0.1942,0.5949,-0.2011,-0.5840,-0.5118,120.00,23.28,-88.48,-120.00,44.11,18.66,-113.43,-41.88,-88.37,120.00,-17.57,-6.87,4.7629,1.7489,-3.6929,-0.0135,3.9308,1.4019,-6.9589,-0.5249,-3.4404,11.0583,-0.8445,-0.1264,0.50,0.00,0.00,0
290,5.9200,-0.2443,-0.0404,0.4046,-0.9891,0.1932,-0.0421,1.7508,0.0076,0.0197,-0.9516,0.2880,0.0300,1.8038,-0.2769,0.0786,-0.6719,-0.0149,0.4510,-0.1480,-0.3424,-0.0247,-0.8802,-0.1305,0.1876,0.2913,0.1841,0.3904,49.69,-23.52,-1.80,-90.34,35.88,4.65,-120.00,-25.99,-26.13,31.86,-50.00,-11.96,-0.6400,-0.1432,-0.2054,1.7910,3.7130,0.3482,-9.5230,0.1256,-0.9351,5.2709,-3.3817,-0.4486,0.50,0.00,0.00,0
291,5.9400,-0.2442,-0.0404,0.4048,-0.9947,0.1945,-0.0371,1.7487,0.0115,0.0272,-0.9604,0.2892,0.0355,1.8056,-0.2770,0.0866,-0.0728,-0.2184,-0.0046,-0.0639,1.4555,0.7285,-0.0616,0.0158,0.3727,0.3794,0.2548,0.0019,120.00,9.48,-75.19,-120.00,9.21,11.22,-109.71,-37.01,-74.49,120.00,-17.32,-9.13,4.9921,1.1942,-3.1262,0.5045,2.8210,1.3043,-6.8584,-0.2930,-2.8063,10.6505,-0.9074,-0.2071,0.50,0.00,0.00,0
292,5.9600,-0.2443,-0.0403,0.4046,-1.0006,0.1962,-0.0300,1.7471,0.0073,0.0211,-0.9707,0.2899,0.0412,1.8087,-0.2809,0.0796,-0.3873,-0.0089,0.5067,-0.1898,-0.2999,0.0428,-0.7093,-0.0481,0.3089,0.2769,0.0714,-0.3291,61.88,-25.13,-12.06,-91.92,31.52,4.60,-120.00,-25.04,-34.29,57.74,-50.00,-8.92,-0.1578,-0.1830,-0.5491,1.7228,3.4365,0.3798,-9.9927,0.1781,-1.1700,5.9820,-3.3167,-0.3534,0.50,0.00,0.00,0
293,5.9800,-0.2442,-0.0409,0.4045,-1.0067,0.1950,-0.0291,1.7457,0.0033,0.0244,-0.9788,0.2900,0.0413,1.8107,-0.2755,0.0790,-0.0900,-0.1346,0.1352,0.0236,-0.9880,-0.6003,-0.3075,0.0513,0.1197,0.1901,0.0965,0.3619,120.00,11.89,-81.82,-120.00,12.43,18.48,-120.00,-37.17,-74.85,120.00,-22.50,-10.30,3.7785,1.3265,-3.3082,0.4925,1.9173,1.3314,-7.3171,-0.3562,-2.8454,10.1317,-1.1483,-0.3241,0.50,0.00,0.00,0
294,6.0000,-0.2442,-0.0404,0.4044,-1.0130,0.1965,-0.0233,1.7457,0.0101,0.0232,-0.9885,0.2907,0.0464,1.8135,-0.2795,0.0902,0.0317,0.5268,0.1699,0.0548,4.1191,0.8115,-0.0618,0.3334,0.1421,-0.1332,0.0975,0.3877,56.64,-14.61,-16.02,-86.45,21.67,3.29,-120.00,-25.25,-26.20,47.89,-44.83,-10.89,-0.5326,0.1835,-0.6740,1.8921,2.7989,0.3928,-8.2809,0.1537,-0.8006,5.7858,-2.6825,-0.2881,0.50,0.00,0.00,0
295,6.0200,-0.2443,-0.0404,0.4041,-1.0229,0.1966,-0.0245,1.7466,0.0081,0.0219,-0.9973,0.2912,0.0469,1.8131,-0.2819,0.0867,-0.6900,-0.0322,-0.1856,0.3736,-0.5875,-0.0120,-0.5732,0.0112,-0.2439,0.1755,0.0921,-0.5860,120.00,9.92,-78.41,-120.00,4.70,18.10,-118.21,-37.47,-79.99,120.00,-15.57,-6.33,4.0133,1.1985,-3.2915,0.0792,1.6743,1.3207,-7.4063,-0.3590,-3.0829,10.0099,-0.7543,-0.1875,0.50,0.00,0.00,0
296,6.0400,-0.2443,-0.0408,0.4041,-1.0329,0.1961,-0.0272,1.7467,0.0091,0.0184,-1.0058,0.2905,0.0433,1.8120,-0.2777,0.0772,-0.8437,-0.0065,0.3477,0.0858,0.1399,0.0812,-1.0313,-0.1358,0.0455,0.3719,0.4684,-0.2492,56.97,-25.36,-8.10,-82.04,9.48,3.62,-120.00,-30.03,-25.69,49.83,-41.57,-6.77,-0.5593,-0.1976,-0.4245,2.0152,2.2274,0.2394,-8.4354,-0.0108,-0.8566,5.7825,-2.4204,-0.2230,0.50,0.00,0.00,0
297,6.0600,-0.2443,-0.0403,0.4045,-1.0382,0.1962,-0.0239,1.7454,0.0121,0.0272,-1.0129,0.2899,0.0456,1.8121,-0.2766,0.0843,-0.4970,0.0731,0.0629,-0.0263,1.5114,0.4927,-0.5462,0.1084,0.2266,0.0505,-0.4104,0.2285,120.00,-2.71,-66.19,-120.00,2.20,9.14,-116.33,-34.73,-71.38,120.00,-18.94,-8.43,4.1606,0.6873,-2.7042,0.6193,2.3226,1.1379,-7.3595,-0.2230,-2.6237,9.5799,-0.9958,-0.1509,0.50,0.00,0.00,0
