step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
426,2.1000,0.4152,0.4174,0.4623,-0.9894,0.0174,0.2436,1.4119,-0.5423,0.1207,-0.9339,0.0034,0.0118,1.6142,-0.6376,-0.0123,1.5706,-0.6040,0.6436,-1.2671,-0.6973,0.7770,0.3867,0.0005,-0.1308,-0.6698,-0.3539,-0.1100,30.21,17.43,-46.16,-30.01,-12.57,-8.87,-29.39,-5.75,2.83,-8.78,-4.33,-1.24,-1.1081,0.6792,-0.7697,1.8863,-1.7358,0.0514,-3.4442,-0.2171,0.1409,3.3366,-1.5077,-0.1533,0.50,0.00,0.00,0
427,2.1200,0.4122,0.4416,0.4514,-0.9577,-0.0046,0.2539,1.3878,-0.5659,0.0992,-0.9236,-0.0014,0.0072,1.5847,-0.6505,-0.0155,1.6204,-1.4379,0.4249,-1.2494,-1.5298,-1.5657,0.4242,-0.3006,-0.2079,-1.6570,-0.6254,-0.1527,26.03,9.21,-33.06,-37.91,-14.94,-10.22,-26.14,-2.69,-1.88,-18.50,-7.00,-1.55,-1.1448,0.1412,-0.2400,1.5864,-2.1410,-0.5783,-3.2695,-0.1588,-0.0797,2.8374,-1.7901,-0.1953,0.50,0.00,0.00,0
428,2.1400,0.4091,0.4676,0.4385,-0.9250,-0.0434,0.2607,1.3579,-0.6014,0.0236,-0.9131,-0.0032,0.0117,1.5466,-0.6628,-0.0187,1.7965,-2.3612,0.0909,-2.1114,-2.3950,-4.6784,0.5005,-0.0335,0.3472,-1.8623,-0.5910,-0.1583,11.79,4.39,-21.68,-27.05,-9.79,-6.30,-12.80,2.16,2.46,-17.10,-6.29,-1.57,-1.5827,-0.3253,0.2464,1.7154,-2.0069,-1.0469,-2.6837,0.0665,0.1952,2.6922,-1.7850,-0.2100,0.50,0.00,0.00,0
429,2.1600,0.4054,0.4932,0.4220,-0.9109,-0.0866,0.2520,1.3489,-0.6050,-0.0541,-0.9074,0.0034,0.0276,1.5097,-0.6700,-0.0287,0.0433,-1.9583,-0.5409,0.4632,0.6890,-3.2694,0.1446,0.3612,0.8832,-1.7680,-0.3517,-0.4820,-11.42,14.86,-14.41,4.62,1.19,1.65,2.89,-6.45,16.44,-14.63,-3.53,-5.06,-2.6790,-0.0772,0.2895,2.7576,-0.8270,-0.7599,-2.0897,-0.1878,0.9037,2.6246,-1.5835,-0.5457,0.50,0.00,0.00,0
430,2.1800,0.4008,0.5170,0.4018,-0.9301,-0.1189,0.2314,1.3929,-0.5745,-0.0600,-0.9014,0.0062,0.0481,1.4564,-0.6822,-0.0486,-1.5056,-1.3678,-1.3942,3.0639,1.7569,0.2917,0.3009,-0.0503,1.1592,-2.8276,-0.5889,-0.9488,-7.90,24.74,-20.77,3.47,-0.29,0.86,2.29,-20.10,25.01,-24.90,-6.00,-9.92,-2.8529,0.3002,-0.0967,3.2332,-0.5801,-0.1312,-2.0667,-0.7802,1.3646,2.0049,-1.8429,-1.0391,0.50,0.00,0.00,0
431,2.2000,0.3956,0.5399,0.3789,-0.9474,-0.1252,0.2344,1.4206,-0.5875,-0.0261,-0.8943,-0.0040,0.0549,1.4016,-0.6827,-0.0658,-0.5195,0.3654,0.7999,0.3707,-1.5378,1.7938,0.3398,-0.5454,0.1422,-2.5306,-0.0294,-0.8119,-2.58,32.29,-38.53,-15.03,-1.84,1.04,-2.11,-19.90,10.79,-18.60,-0.46,-8.42,-2.5800,0.8212,-0.5116,2.5440,-1.3629,0.3061,-2.2092,-0.8969,0.6755,1.9863,-1.3675,-0.9823,0.50,0.00,0.00,0
432,2.2200,0.3907,0.5621,0.3543,-0.9437,-0.1118,0.2506,1.4173,-0.6182,0.0102,-0.8919,-0.0106,0.0557,1.3737,-0.6733,-0.0772,0.5096,0.8713,0.8430,-0.3635,-1.1959,1.8745,0.0890,-0.2198,-0.0622,-0.9714,0.4548,-0.5475,17.53,23.34,-46.75,-12.10,-2.58,-1.91,-14.61,-11.03,5.58,-6.53,4.13,-5.70,-1.6010,0.6147,-0.7350,2.5044,-1.4922,0.2765,-2.7388,-0.5203,0.4392,2.3921,-0.9300,-0.7949,0.50,0.00,0.00,0
433,2.2400,0.3863,0.5847,0.3283,-0.9228,-0.0955,0.2661,1.3978,-0.6250,0.0463,-0.8955,-0.0116,0.0502,1.3732,-0.6671,-0.0765,1.3522,0.7560,0.6280,-1.2821,0.0686,1.5836,-0.2642,0.0919,-0.4013,0.2556,0.3074,0.0252,34.49,15.35,-47.27,-18.13,-6.58,-5.57,-29.13,0.61,-2.99,0.84,2.28,0.19,-0.7144,0.3496,-0.7248,2.1530,-1.5337,0.1323,-3.3860,-0.0122,0.0236,2.7447,-1.0566,-0.2888,0.50,0.00,0.00,0
434,2.2600,0.3821,0.6099,0.3002,-0.8655,-0.1014,0.2825,1.2985,-0.6182,0.0278,-0.9093,-0.0140,0.0404,1.3931,-0.6615,-0.0681,3.6743,-0.8595,0.9709,-6.8862,0.3408,-1.4588,-0.9606,-0.0567,-0.5297,1.1661,0.2737,0.3943,36.53,-2.76,-37.53,-22.64,-8.13,-7.37,-38.78,11.53,-11.49,5.51,1.65,4.09,-0.0814,-0.5923,-0.1162,1.0109,-1.4530,-0.4419,-3.9231,0.3889,-0.3805,3.0635,-1.0834,0.0768,0.50,0.00,0.00,0
435,0.1000,0.0020,-0.0006,0.6538,-0.3771,0.0047,-0.0036,0.7767,-0.3907,-0.0013,-0.3703,0.0048,-0.0033,0.7629,-0.3691,-0.0003,0.1152,0.3637,-0.2522,2.0295,-1.3246,-0.0943,0.5478,0.3672,-0.2384,1.3004,-1.1212,-0.0170,-1.33,-5.35,-9.87,-0.10,-2.53,0.67,-11.78,21.72,-6.95,16.62,9.37,8.62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.50,0.00,0.00,1
436,0.1200,0.0056,-0.0015,0.6500,-0.3810,0.0122,-0.0070,0.8221,-0.4193,-0.0031,-0.3769,0.0092,-0.0085,0.8131,-0.3965,0.0045,-0.2705,0.3585,-0.1505,2.3374,-1.4630,-0.1001,-0.4428,0.1521,-0.2868,2.4366,-1.4153,0.2954,-0.72,27.82,-17.68,-31.57,-11.54,3.66,-8.60,-10.56,1.27,21.33,-10.98,3.85,-0.1936,1.2168,-0.7592,-0.0608,-1.3261,0.2126,-0.5187,-0.3611,-0.0277,1.3337,-1.1902,0.3326,0.50,0.00,0.00,0
437,0.1400,0.0096,-0.0023,0.6462,-0.3810,0.0181,-0.0050,0.8578,-0.4444,-0.0048,-0.3901,0.0097,-0.0079,0.8629,-0.4228,0.0094,0.2133,0.2490,0.2592,1.3749,-1.1076,-0.0762,-0.7077,-0.1330,0.0654,2.3191,-1.2338,0.1861,-2.15,32.42,-23.40,-57.79,-18.96,4.22,-16.00,-9.14,3.71,17.61,-10.05,2.80,-0.1842,1.4078,-0.9215,-0.7265,-1.8605,0.2473,-0.9072,-0.3399,0.1285,1.4170,-1.1965,0.2600,0.50,0.00,0.00,0
438,0.1600,0.0136,-0.0030,0.6429,-0.3784,0.0218,0.0020,0.8828,-0.4653,-0.0063,-0.4078,0.0045,-0.0031,0.8978,-0.4414,0.0156,0.0725,0.1432,0.4146,1.1551,-0.9980,-0.0789,-1.0583,-0.3700,0.2910,1.4688,-0.9022,0.2894,0.07,25.60,-23.41,-46.46,-11.65,1.51,-17.89,-7.82,4.48,10.55,-9.71,2.83,-0.0982,1.1342,-0.8675,-0.3603,-1.4309,0.0607,-1.1020,-0.3477,0.2099,1.2630,-1.1876,0.3070,0.50,0.00,0.00,0
439,0.1800,0.0180,-0.0040,0.6394,-0.3757,0.0245,0.0109,0.9042,-0.4850,-0.0082,-0.4304,-0.0059,-0.0019,0.9216,-0.4584,0.0226,0.2063,0.1319,0.4691,0.9913,-0.9809,-0.1110,-1.2194,-0.5650,0.0250,1.2604,-0.5901,0.1576,9.53,27.64,-26.75,-39.60,-4.89,4.52,-18.82,-7.33,1.11,6.85,-9.06,3.52,0.3061,1.2238,-0.9557,-0.1121,-1.0549,0.2488,-1.2523,-0.3992,0.0456,1.1958,-1.2030,0.3949,0.50,0.00,0.00,0
440,0.2000,0.0235,-0.0058,0.6364,-0.3659,0.0283,0.0190,0.9200,-0.5041,-0.0111,-0.4489,-0.0165,-0.0054,0.9559,-0.4702,0.0254,0.6781,0.2316,0.3618,0.6516,-0.9373,-0.1826,-0.6767,-0.4424,-0.2049,1.6470,-0.4692,0.0692,10.36,23.42,-24.98,-36.70,0.78,5.60,-19.02,-1.09,-2.91,2.31,-10.14,3.77,0.4476,1.0837,-0.8666,-0.0129,-0.7453,0.2949,-1.2629,-0.1774,-0.1663,1.2689,-1.2609,0.3724,0.50,0.00,0.00,0
441,0.2200,0.0302,-0.0083,0.6337,-0.3493,0.0328,0.0258,0.9298,-0.5219,-0.0153,-0.4573,-0.0219,-0.0057,0.9820,-0.4841,0.0272,0.9144,0.2111,0.3070,0.3754,-0.8548,-0.2294,-0.2590,-0.2095,-0.0057,1.0253,-0.6730,0.0675,8.69,15.89,-20.67,-31.53,10.14,4.86,-19.87,2.61,-2.07,-0.14,-9.36,2.10,0.4883,0.8000,-0.6763,0.1276,-0.1766,0.2198,-1.2628,-0.0158,-0.1047,1.2509,-1.3232,0.2847,0.50,0.00,0.00,0
442,0.2400,0.0369,-0.0112,0.6307,-0.3367,0.0361,0.0283,0.9427,-0.5388,-0.0203,-0.4651,-0.0246,-0.0041,1.0084,-0.4967,0.0267,0.5039,0.1497,0.0259,0.7523,-0.8681,-0.2577,-0.3251,-0.1004,0.0902,1.2029,-0.8197,0.1642,9.63,14.70,-14.92,-13.35,28.00,4.21,-18.31,1.90,0.06,-3.86,-10.18,1.80,0.5181,0.7543,-0.4772,0.7077,0.9461,0.1507,-1.2555,-0.0424,-0.0045,1.3267,-1.3523,0.2025,0.50,0.00,0.00,0
443,0.2600,0.0427,-0.0146,0.6272,-0.3518,0.0378,0.0247,0.9978,-0.5335,-0.0261,-0.4731,-0.0265,-0.0013,1.0330,-0.5060,0.0246,-1.2965,0.0472,-0.2144,3.7298,1.0212,-0.2913,-0.1926,-0.0740,0.1916,0.8834,-0.6037,-0.0203,22.27,13.90,-10.12,-0.24,50.00,4.03,-20.01,2.07,1.53,-5.85,-7.96,0.42,0.6968,0.7166,-0.3395,1.6344,2.8204,0.1089,-1.3313,-0.0362,0.0793,1.3132,-1.2903,0.1515,0.50,0.00,0.00,0
444,0.2800,0.0481,-0.0181,0.6237,-0.3936,0.0382,0.0191,1.0961,-0.4906,-0.0322,-0.4767,-0.0246,0.0047,1.0537,-0.5064,0.0213,-2.2766,-0.0119,-0.2575,5.2472,2.8624,-0.3100,-0.0234,0.1276,0.2692,1.0979,-0.1363,-0.2435,19.19,12.79,-9.14,-11.60,43.79,4.44,-19.89,4.01,4.28,-11.78,-5.71,0.42,0.2450,0.6632,-0.3318,1.9343,2.8811,0.1078,-1.3035,0.0821,0.2343,1.2189,-1.0096,0.0668,0.50,0.00,0.00,0
445,0.3000,0.0534,-0.0219,0.6208,-0.4433,0.0362,0.0088,1.2016,-0.4197,-0.0377,-0.4775,-0.0204,0.0095,1.0750,-0.5174,0.0161,-2.3737,-0.1094,-0.5578,4.9354,3.8940,-0.2522,0.0346,0.2802,0.2653,0.9177,-0.7656,-0.2771,11.91,11.11,-11.27,-17.52,26.53,5.81,-18.59,-1.62,10.06,-23.53,3.11,-0.21,-0.2671,0.5721,-0.5019,2.1736,2.2292,0.1878,-1.2523,-0.1070,0.4789,0.9931,-0.6036,-0.0024,0.50,0.00,0.00,0
446,0.3200,0.0583,-0.0259,0.6186,-0.5016,0.0279,-0.0158,1.3054,-0.3212,-0.0460,-0.4773,-0.0120,0.0132,1.0883,-0.5334,0.0103,-2.9668,-0.5726,-1.4773,4.9425,5.3623,-0.3008,0.0590,0.5280,0.1707,0.4604,-0.7665,-0.3008,-0.00,3.86,-6.29,-12.21,12.57,5.03,-5.45,-3.69,15.25,-29.19,20.75,-1.01,-1.0639,0.1833,-0.5364,2.7303,1.9748,0.0873,-0.7218,-0.1190,0.6870,0.8385,0.5002,-0.0834,0.50,0.00,0.00,0
447,0.3400,0.0619,-0.0291,0.6170,-0.5861,0.0093,-0.0462,1.4251,-0.1572,-0.0708,-0.4806,-0.0008,0.0212,1.0986,-0.5460,0.0040,-4.6254,-1.1736,-1.3433,5.9380,9.3886,-1.1546,-0.0281,0.5763,0.5967,0.3100,-0.5727,-0.3222,-33.10,-15.42,13.16,-11.49,1.25,-1.38,36.76,-12.39,25.57,-13.07,46.69,-3.16,-2.9704,-0.7478,0.1229,3.3623,2.6225,-0.5723,0.9349,-0.4095,1.1936,1.2928,2.2184,-0.2570,0.50,0.00,0.00,0
448,0.3600,0.0643,-0.0311,0.6145,-0.7022,-0.0079,-0.0498,1.5687,-0.0987,-0.0916,-0.4956,0.0051,0.0256,1.1218,-0.5541,-0.0020,-6.1801,-0.7191,0.5681,7.1640,0.0665,-0.9067,-0.7780,0.1660,0.1417,1.3267,-0.3596,-0.2790,-36.76,-5.31,12.04,-11.67,-7.17,-0.28,45.01,-23.35,19.14,9.13,41.66,-2.58,-3.8170,-0.3551,0.3472,4.0799,0.6079,-0.5648,1.0919,-0.8845,0.8901,2.0980,1.8927,-0.2347,0.50,0.00,0.00,0
449,0.3800,0.0673,-0.0326,0.6116,-0.8134,-0.0120,-0.0256,1.6685,-0.1535,-0.0906,-0.5032,0.0074,0.0249,1.1405,-0.5635,-0.0071,-5.0707,0.0660,1.5251,3.2204,-3.6799,0.1738,-0.1408,0.0963,-0.0968,0.7999,-0.5384,-0.2394,-21.48,2.62,1.32,-24.88,-2.79,-0.16,28.15,-18.22,14.16,-2.59,36.38,-4.52,-3.5012,0.0606,0.1757,3.6648,-0.0962,-0.3377,0.4848,-0.6840,0.6532,1.7951,1.4697,-0.3764,0.50,0.00,0.00,0
450,0.4000,0.0709,-0.0338,0.6088,-0.9065,-0.0131,0.0002,1.6924,-0.2356,-0.0830,-0.5027,0.0072,0.0212,1.1481,-0.5795,-0.0114,-4.3455,-0.1139,1.0824,-0.2430,-3.9723,0.3595,0.0116,-0.0189,-0.1781,0.2872,-0.9983,-0.2021,-7.91,3.99,-6.92,-14.36,0.16,0.14,2.14,-21.77,12.40,-17.35,22.45,-5.03,-3.2138,0.0909,-0.1037,3.5936,-0.3110,-0.2508,-0.5217,-0.8457,0.5524,1.3657,0.3944,-0.4207,0.50,0.00,0.00,0
451,0.4200,0.0741,-0.0348,0.6052,-0.9811,-0.0158,0.0124,1.6495,-0.3059,-0.0707,-0.5087,0.0077,0.0182,1.1601,-0.6018,-0.0151,-3.2436,-0.0881,0.1987,-3.3125,-3.0855,0.5880,-0.5941,0.1362,-0.1220,1.0276,-1.0592,-0.1703,7.28,6.86,-10.21,-3.72,1.18,0.20,-12.48,-19.33,5.09,-22.68,9.41,-2.33,-2.7429,0.1954,-0.3138,3.3089,-0.3572,-0.1528,-1.2221,-0.7263,0.2582,1.3602,-0.5882,-0.2491,0.50,0.00,0.00,0
452,0.4400,0.0779,-0.0360,0.6014,-1.0284,-0.0138,0.0122,1.5673,-0.3517,-0.0604,-0.5157,0.0125,0.0157,1.1789,-0.6213,-0.0182,-1.7975,0.2403,-0.1743,-4.3426,-1.8065,0.4379,-0.1795,0.3252,-0.1382,0.8862,-0.9229,-0.1421,14.88,5.28,-4.97,12.72,1.83,0.01,-14.63,-21.73,6.05,-32.34,7.65,-2.78,-2.4085,0.1879,-0.1706,3.2621,-0.2485,-0.1536,-1.2809,-0.7725,0.2847,1.1651,-0.7534,-0.2863,0.50,0.00,0.00,0
453,0.4600,0.0832,-0.0372,0.5976,-1.0539,-0.0119,0.0090,1.4776,-0.3558,-0.0653,-0.5145,0.0182,0.0121,1.1944,-0.6394,-0.0207,-0.9614,0.0226,-0.1269,-4.2245,0.4353,-0.3301,0.2226,0.2726,-0.2178,0.7173,-0.9052,-0.1078,8.74,-2.92,2.92,17.22,1.55,-0.06,-12.29,-22.32,8.72,-41.10,9.58,-4.84,-2.6204,-0.1597,0.1321,3.0256,0.1514,-0.3302,-1.1208,-0.7784,0.3657,0.9728,-0.6924,-0.4269,0.50,0.00,0.00,0
454,0.4800,0.0898,-0.0380,0.5940,-1.0652,-0.0091,0.0125,1.4023,-0.3436,-0.0712,-0.5050,0.0232,0.0064,1.2060,-0.6577,-0.0224,-0.3382,0.2060,0.3664,-3.1907,0.5990,-0.2552,0.6442,0.2433,-0.3337,0.4895,-0.9270,-0.0708,10.53,-1.28,2.98,19.55,0.48,-0.07,-16.40,-27.75,7.55,-48.08,11.48,-5.57,-2.4966,-0.0575,0.2198,2.9098,0.1757,-0.3398,-1.1827,-0.9804,0.2782,0.8051,-0.6426,-0.4756,0.50,0.00,0.00,0
455,0.5000,0.0972,-0.0384,0.5901,-1.0654,-0.0017,0.0245,1.3478,-0.3393,-0.0623,-0.4934,0.0251,-0.0034,1.2186,-0.6759,-0.0232,0.1872,0.4594,0.6760,-2.2208,0.0254,0.4909,0.5582,0.0764,-0.4914,0.6675,-0.9082,-0.0145,17.74,1.68,-1.25,18.53,0.50,-0.11,-24.68,-30.82,3.27,-38.03,21.79,-5.53,-2.1291,0.1285,0.1506,2.7904,0.0857,-0.1587,-1.4755,-1.1210,0.0420,1.1430,-0.0247,-0.4651,0.50,0.00,0.00,0
456,0.5200,0.1046,-0.0383,0.5859,-1.0576,0.0109,0.0399,1.3126,-0.3489,-0.0441,-0.4910,0.0231,-0.0182,1.2444,-0.6785,-0.0150,0.5508,0.7123,0.7385,-1.3344,-0.6485,0.8505,0.0770,-0.0850,-0.8144,1.4325,-0.0654,0.5024,14.41,-0.45,-1.29,15.45,0.64,-0.22,-21.07,-28.26,3.56,-28.96,40.11,-6.34,-2.1757,0.1324,0.2238,2.6821,-0.0759,-0.0208,-1.3943,-1.0535,-0.0562,1.5844,1.3588,-0.3806,0.50,0.00,0.00,0
457,0.5400,0.1114,-0.0380,0.5810,-1.0506,0.0232,0.0502,1.2983,-0.3713,-0.0180,-0.5091,0.0218,-0.0344,1.2977,-0.6593,-0.0168,0.3240,0.4277,0.3235,-0.2952,-1.2164,1.2059,-1.0465,-0.2104,-0.9567,2.7273,1.7918,-0.7844,2.88,-3.22,-0.10,10.08,0.57,-0.37,-7.93,-20.65,2.17,-5.14,50.00,0.74,-2.6386,0.0354,0.2516,2.6143,-0.2836,0.1444,-1.1144,-0.7687,-0.1981,2.5932,2.8652,-0.1765,0.50,0.00,0.00,0
458,0.5600,0.1179,-0.0370,0.5752,-1.0435,0.0258,0.0508,1.2901,-0.4030,0.0143,-0.5347,0.0242,-0.0428,1.3598,-0.6342,-0.0271,0.3910,-0.0822,-0.1714,-0.4743,-1.5970,1.4720,-1.3044,0.2270,-0.3040,3.1114,1.1478,-0.4168,-4.98,-4.62,1.68,2.87,0.37,-0.51,-1.61,-13.55,6.30,-6.19,50.00,5.04,-2.9155,-0.0880,0.2500,2.3783,-0.4998,0.3173,-1.0033,-0.4135,0.0333,2.8667,3.2442,0.1436,0.50,0.00,0.00,0
459,0.5800,0.1248,-0.0353,0.5696,-1.0455,0.0183,0.0389,1.3066,-0.3896,0.0660,-0.5585,0.0278,-0.0467,1.4203,-0.6045,-0.0303,-0.3166,-0.3988,-0.6204,1.4068,1.4799,0.6070,-0.9089,0.0492,-0.0342,2.3926,3.4485,1.1334,5.54,-0.70,2.04,-18.92,-10.61,-4.34,-0.33,-10.42,6.93,-7.33,50.00,8.12,-2.6025,-0.0202,0.1336,2.0872,-0.5960,0.2116,-1.0078,-0.2828,0.0627,3.0600,3.3976,0.3702,0.50,0.00,0.00,0
460,0.6000,0.1322,-0.0333,0.5647,-1.0504,0.0111,0.0286,1.3355,-0.3662,0.0703,-0.5733,0.0312,-0.0472,1.4715,-0.5545,-0.0096,-0.0959,-0.3301,-0.4466,1.3633,0.9276,0.1892,-0.6726,0.1631,-0.0055,2.5950,2.0531,0.9638,11.60,-3.69,1.22,-26.58,-12.30,-1.05,-8.63,-4.61,1.54,-6.93,50.00,6.54,-2.3583,-0.1547,0.0929,2.0076,-0.6984,0.2477,-1.3432,-0.0338,-0.1272,3.2257,3.6323,0.5859,0.50,0.00,0.00,0
461,0.6200,0.1397,-0.0311,0.5609,-1.0474,0.0046,0.0196,1.3543,-0.3318,0.0748,-0.5969,0.0351,-0.0464,1.5361,-0.5048,0.0082,0.3619,-0.3226,-0.4758,0.6994,1.9982,0.2016,-1.2180,0.2267,0.0226,3.2599,2.9333,0.8286,30.94,-1.92,-9.27,-28.83,-14.44,2.22,-27.48,2.05,-2.72,-6.76,50.00,8.52,-1.5047,-0.1077,-0.3638,1.9409,-0.5089,0.4871,-2.2764,0.2560,-0.2895,3.5793,3.8895,0.7620,0.50,0.00,0.00,0
462,0.6400,0.1465,-0.0287,0.5571,-1.0475,-0.0056,0.0099,1.3725,-0.3011,0.0790,-0.6297,0.0373,-0.0441,1.5964,-0.4544,0.0181,-0.2156,-0.6090,-0.4614,1.0234,1.2820,0.2261,-1.8880,-0.0269,0.1359,2.5443,2.7335,0.5072,30.74,0.03,-15.07,-23.13,-14.18,2.59,-37.82,-1.16,0.86,1.25,26.24,5.16,-1.5872,-0.1134,-0.6351,2.1987,-0.4963,0.5323,-2.9113,0.0975,-0.1261,3.9805,1.7804,0.4746,0.50,0.00,0.00,0
463,0.6600,0.1513,-0.0258,0.5523,-1.0597,-0.0153,0.0042,1.3945,-0.2817,0.0835,-0.6853,0.0342,-0.0404,1.6373,-0.4605,0.0182,-1.1354,-0.1305,0.0114,1.6893,-1.1719,0.2457,-3.4614,-0.2354,0.1879,1.5890,-0.2937,0.0143,41.92,6.19,-29.07,-41.49,-9.73,3.20,-43.64,-4.68,1.65,4.89,-4.54,0.15,-1.3221,0.1561,-1.1554,1.8729,-0.5353,0.5920,-3.5929,-0.0829,-0.0673,4.0906,-0.8006,0.0858,0.50,0.00,0.00,0
464,0.6800,0.1546,-0.0230,0.5475,-1.0806,-0.0150,0.0067,1.4259,-0.3040,0.0880,-0.7585,0.0294,-0.0364,1.6597,-0.4786,0.0199,-0.9000,0.0758,0.1935,1.4358,-0.9616,0.2179,-3.7600,-0.2626,0.1960,0.8264,-0.8741,0.0795,43.45,9.99,-40.88,-53.04,-6.43,2.56,-28.22,-4.08,2.57,6.86,-9.66,0.76,-1.3273,0.3504,-1.5810,1.6724,-0.4344,0.5649,-3.3333,-0.0844,-0.0130,4.1323,-1.3269,0.1461,0.50,0.00,0.00,0
465,0.7000,0.1581,-0.0208,0.5433,-1.0941,-0.0131,0.0101,1.4531,-0.3225,0.0917,-0.8331,0.0253,-0.0332,1.6748,-0.5002,0.0217,-0.4441,0.0764,0.1421,1.2918,-0.8950,0.1687,-3.6059,-0.1831,0.1300,0.6443,-1.0421,0.0837,38.63,13.73,-44.83,-61.00,-10.41,1.47,-19.19,-2.84,1.94,10.10,-10.96,0.81,-1.5081,0.5096,-1.7299,1.5496,-0.7568,0.4976,-3.2545,-0.0407,-0.0347,4.2529,-1.5332,0.1566,0.50,0.00,0.00,0
466,0.7200,0.1621,-0.0194,0.5395,-1.1000,-0.0104,0.0130,1.4782,-0.3404,0.0947,-0.9034,0.0239,-0.0278,1.6818,-0.5169,0.0225,-0.1366,0.1356,0.1233,1.2164,-0.8932,0.1376,-3.3800,-0.0625,0.2964,0.1904,-0.8143,0.0377,26.01,17.33,-42.33,-66.18,-16.26,1.14,-13.90,-3.51,4.97,6.52,-8.57,0.31,-1.9867,0.6732,-1.6214,1.5016,-1.2171,0.4820,-3.2898,-0.0536,0.1328,4.1281,-1.3963,0.1179,0.50,0.00,0.00,0
467,0.7400,0.1661,-0.0185,0.5360,-1.1039,-0.0066,0.0158,1.5027,-0.3623,0.0970,-0.9699,0.0216,-0.0218,1.6772,-0.5293,0.0209,-0.1864,0.1955,0.1434,1.1927,-1.0806,0.1073,-3.2409,-0.1650,0.3127,-0.3994,-0.6064,-0.0750,6.24,20.37,-36.80,-78.98,-24.96,-0.34,-6.46,-4.88,5.33,2.42,-6.31,-0.82,-2.7963,0.8180,-1.3866,1.2560,-1.9253,0.3866,-3.2349,-0.1326,0.1736,3.9258,-1.2548,0.0145,0.50,0.00,0.00,0
468,0.7600,0.1696,-0.0179,0.5329,-1.1104,-0.0006,0.0208,1.5272,-0.3951,0.0986,-1.0321,0.0157,-0.0164,1.6631,-0.5379,0.0168,-0.3573,0.3399,0.3052,1.1646,-1.7784,0.0729,-2.9740,-0.3528,0.2745,-0.7943,-0.4280,-0.1949,-8.79,22.08,-30.06,-96.66,-28.21,-2.53,3.09,-4.71,3.60,2.01,-4.21,-1.97,-3.4483,0.9315,-1.0746,0.8805,-2.4041,0.2401,-3.0630,-0.1783,0.1195,3.8073,-1.1149,-0.1023,0.50,0.00,0.00,0
469,0.7800,0.1732,-0.0176,0.5308,-1.1143,0.0094,0.0297,1.5479,-0.4351,0.0991,-1.0812,0.0093,-0.0096,1.6493,-0.5436,0.0121,-0.0362,0.5919,0.5213,0.8690,-1.9929,0.0048,-2.0094,-0.3128,0.3531,-0.6080,-0.2778,-0.2236,-17.53,22.51,-25.43,-109.02,-29.69,-4.05,17.41,-1.95,2.82,8.86,-2.13,-2.21,-3.7699,1.0258,-0.8213,0.5988,-2.7073,0.1282,-2.5497,-0.0885,0.1285,3.9549,-0.9700,-0.1422,0.50,0.00,0.00,0
470,0.8000,0.1773,-0.0177,0.5302,-1.1111,0.0237,0.0411,1.5616,-0.4745,0.0985,-1.1099,0.0042,-0.0033,1.6395,-0.5477,0.0074,0.3171,0.7675,0.5925,0.5140,-1.8603,-0.0559,-0.9758,-0.2199,0.2785,-0.4068,-0.1957,-0.2273,-19.01,21.12,-25.37,-107.55,-28.32,-3.43,17.85,-0.43,1.50,10.20,-1.24,-2.23,-3.7616,1.0550,-0.7603,0.6481,-2.7496,0.1554,-2.4894,-0.0347,0.0902,3.9764,-0.9118,-0.1632,0.50,0.00,0.00,0
471,0.8200,0.1816,-0.0185,0.5308,-1.1018,0.0410,0.0537,1.5683,-0.5082,0.0981,-1.1199,0.0002,0.0011,1.6313,-0.5529,0.0029,0.6249,0.9769,0.6891,0.0675,-1.7434,1.0413,-0.1504,-0.1682,0.1814,-0.3752,-0.2478,-0.2134,-15.85,19.19,-24.37,-96.90,-25.28,-3.22,12.21,-1.24,1.31,7.63,-1.95,-2.11,-3.5621,1.0665,-0.6640,0.9214,-2.6103,0.1356,-2.6259,-0.0779,0.0868,3.8808,-0.9901,-0.1704,0.50,0.00,0.00,0
